Quarter,Date,Revenue,Gross_Profit,Operating_Income,Net_Income,Gross_Margin,Operating_Margin,Revenue_Growth_YoY,Gross_Margin_Delta_YoY,Operating_Margin_Delta_YoY,Cash,Total_Debt,Total_Equity,Current_Assets,Current_Liabilities,Total_Assets,Deferred_Revenue,Net_Debt,Debt_to_Equity,Current_Ratio,ROE,Asset_Turnover,Revenue_Recognition_Quality,Deferred_Revenue_Growth_YoY,TTM_Revenue,TTM_Gross_Profit,TTM_Operating_Income,TTM_Gross_Margin,TTM_Operating_Margin,TTM_Net_Income
2023 FQ1,2022-07-31,250081.0,177102.0,-60641.0,-69551.0,0.7081785501497515,-0.242485434719151,,,,848761.0,566772.0,393538.0,1100214.0,560323.0,1571019.0,435052.0,-281989.0,1.4401963723960582,1.9635353180219266,-0.17673261540181634,0.15918394366968192,1.7396443552289058,,,,,,,
2023 FQ2,2022-10-31,264401.0,189644.0,-49028.0,-47305.0,0.7172590118796828,-0.18543046357615894,,,,856237.0,567026.0,391565.0,1122976.0,586972.0,1594232.0,433585.0,-289211.0,1.4481018477136618,1.9131679194237545,-0.12081008261718999,0.16584850887449254,1.6398765511476885,,,,,,,
2023 FQ3,2023-01-31,274566.0,199358.0,-69347.0,-72574.0,0.7260840745030339,-0.25256950969894304,,,,877683.0,567283.0,384989.0,1164728.0,617109.0,1627969.0,484009.0,-310400.0,1.4735044377891315,1.8873942852883365,-0.1885092820833842,0.16865554565228208,1.7628147694907599,,,,,,,
2023 FQ4,2023-04-30,279941.0,206259.0,-40156.0,-46731.0,0.7367945388492575,-0.14344451152207072,,,,644167.0,567543.0,398897.0,1274280.0,716619.0,1743482.0,562952.0,-76624.0,1.4227808181059272,1.7781833861507998,-0.11715054262127818,0.16056431898924106,2.0109665965328407,,1068989.0,772363.0,-219172.0,0.7225172569596132,-0.20502736697945442,-236161.0
2024 FQ1,2023-07-31,293753.0,216276.0,-36247.0,-48508.0,0.7362512042430205,-0.12339278237158428,0.17463141942010788,0.02807265409326898,0.1190926523475667,630565.0,567806.0,411723.0,1240364.0,671734.0,1701410.0,534133.0,-62759.0,1.3790971114074269,1.8465106723792453,-0.11781707604384502,0.17265268218712715,1.818306536443883,0.2277451890808455,1112661.0,811537.0,-194778.0,0.7293659074956343,-0.17505601436556148,-215118.0
2024 FQ2,2023-10-31,310612.0,230523.0,-21539.0,-24796.0,0.7421574182581484,-0.0693437471829807,0.17477619222317617,0.024898406378465632,0.11608671639317825,589685.0,568072.0,455136.0,1301769.0,687231.0,1757846.0,536077.0,-21613.0,1.248136820642621,1.8942233397503896,-0.054480419039583776,0.17670034803958937,1.7258734369567177,0.23638271619175016,1158872.0,852416.0,-167289.0,0.7355566447372963,-0.14435502799273778,-192609.0
2024 FQ3,2024-01-31,327957.0,243315.0,-26404.0,176124.0,0.7419112871504496,-0.08051055473735887,0.194455977797688,0.01582721264741571,0.1720589549615842,526893.0,568341.0,707837.0,1362123.0,728272.0,2058922.0,585186.0,41448.0,0.8029263799434051,1.8703492651097393,0.24881999669415417,0.15928578158861773,1.7843375808413908,0.2090395013315868,1212263.0,896373.0,-124346.0,0.7394212312014802,-0.10257345147051423,56089.0
2024 FQ4,2024-04-30,334999.0,247128.0,-45712.0,-41100.0,0.7376977244708193,-0.13645413866907066,0.19667715697236204,0.0009031856215617751,0.006990372853000054,540397.0,568612.0,738185.0,1530897.0,871091.0,2242566.0,694139.0,28215.0,0.7702838719291235,1.7574478441402792,-0.055677099913978206,0.14938200258097198,2.0720629016803036,0.23303407750571986,1267321.0,937242.0,-129902.0,0.7395458609144803,-0.10250126053304569,61720.0
2025 FQ1,2024-07-31,347420.0,255663.0,-33838.0,-49227.0,0.7358902768982788,-0.097397962120776,0.18269430439859338,-0.0003609273447416905,0.02599482025080828,594871.0,568887.0,759418.0,1466148.0,768219.0,2150473.0,626975.0,-25984.0,0.7491091862452562,1.9085026535402014,-0.06482200843277351,0.16155515554019975,1.8046600656266192,0.17381813143917338,1320988.0,976629.0,-127493.0,0.7393170869076782,-0.09651336726753006,61001.0
2025 FQ2,2024-10-31,365361.0,272182.0,-4426.0,-25450.0,0.7449673063080077,-0.012114046107822126,0.17626170270305075,0.002809888049859266,0.05722970107515857,658508.0,569165.0,811518.0,1575754.0,790729.0,2231500.0,645705.0,-89343.0,0.7013584418336993,1.9927864034327816,-0.0313609802863276,0.16372888191799237,1.767306855411497,0.20450047287982884,1375737.0,1018288.0,-110380.0,0.7401763563820701,-0.08023335855617753,60347.0
2025 FQ3,2025-01-31,382083.0,284931.0,-4638.0,-17056.0,0.7457306396777663,-0.012138723785146159,0.1650399290150843,0.0038193525273166884,0.0683718309522127,584010.0,569445.0,859106.0,1693436.0,837032.0,2330147.0,706926.0,-14565.0,0.6628343883059832,2.023143679094706,-0.019853196229568878,0.16397377504509372,1.8501896184860358,0.20803641918979607,1429863.0,1059904.0,-88614.0,0.7412626244612246,-0.06197376951498151,-132833.0
2025 FQ4,2025-04-30,388432.0,290647.0,-12020.0,-16381.0,0.748257095192981,-0.030944927297442023,0.15950196866259303,0.010559370722161732,0.10550921137162864,727543.0,569729.0,927234.0,1931007.0,1008256.0,2592853.0,852457.0,-157814.0,0.6144392893271817,1.9151951488510854,-0.017666522150827084,0.1498087242122866,2.1946106397001275,0.22807823793217208,1483296.0,1103423.0,-54922.0,0.7438993970185317,-0.03702699933121912,-108114.0
